state,county,year,totalpopulation,unincorporatedpop,incorporatedpop,average_yearly_wage,lowtiermedianhomevalue,hightiermedianhomevalue,singlefamilymedianhomevalue,value_inches,murder,rape,robbery,aggravated_assault,burglary,larceny,motor_vehicle_theft,index_per_100k,employment,unemployment,labor_force,unemployment_rate
Florida,Sumter,2005,74052,65306,8746,30030,141942,311830,201763,55.84,0,44,13,206,326,667,69,1789,24685,870,25555,0.034
Florida,Sumter,2006,82599,73393,9206,30828,163270,355035,231899,38.88,2,37,39,191,357,651,65,1625,28936,832,29768,0.028
Florida,Sumter,2007,89771,80202,9569,33831,172160,371524,244142,45.3,3,23,35,177,404,715,63,1582,30390,1119,31509,0.036
Florida,Sumter,2008,93034,83445,9589,32499,157990,341323,223096,46.44,2,21,29,171,370,819,77,1600,29145,1789,30934,0.058
Florida,Sumter,2009,95326,85788,9538,32547,147026,313636,204634,48.96,1,32,19,153,369,712,48,1399,28967,2910,31877,0.091
Florida,Sumter,2010,93420,81817,11603,32739,144069,305611,201161,46.61,3,26,15,161,296,575,45,1151,21850,3230,25080,0.129
Florida,Sumter,2011,96615,84815,11800,34917,139993,298017,197715,48.64,1,19,19,138,298,614,47,1176,22746,3155,25901,0.122
Florida,Sumter,2012,100198,88363,11835,35894,140622,298295,198611,53.17,0,16,17,116,321,559,45,1072,23804,2908,26712,0.109
Florida,Sumter,2013,105104,93122,11982,37574,153049,322788,215657,48.46,2,14,22,137,317,612,53,1101,24872,2658,27530,0.097
Florida,Sumter,2014,111125,98924,12201,36931,172632,363730,243689,56.9,2,27,18,141,353,687,54,1154,25819,2424,28243,0.086
Florida,Sumter,2015,115657,103282,12375,36956,177640,370466,249876,47.65,1,18,20,218,311,763,61,1204,26518,2232,28750,0.078
Florida,Sumter,2016,118577,105493,13084,38010,177176,366569,247293,47.85,1,25,12,254,277,763,53,1168,27358,2132,29490,0.072
Florida,Sumter,2017,120700,107158,13542,39789,183220,380257,254539,53.5,6,24,24,251,310,782,66,1212,28364,1869,30233,0.062
Florida,Sumter,2018,124935,110285,14650,41043,192544,399120,267079,59.41,8,23,16,180,263,729,159,1103,29657,1642,31299,0.052
Florida,Sumter,2019,128633,110769,17864,42787,204821,424326,284220,53.68,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,31030,1608,32638,0.049
Florida,Sumter,2020,141422,118814,22608,45810,214832,442929,297353,50.65,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,29691,2534,32225,0.079
Florida,Suwannee,2001,35695,28527,7168,21697,NULL,NULL,NULL,43.74,1,22,38,149,393,818,85,4219,14775,799,15574,0.051
Florida,Suwannee,2002,35727,28532,7195,22365,NULL,NULL,NULL,50.97,1,23,41,166,482,643,73,4000,15197,831,16028,0.052
Florida,Suwannee,2003,37198,29976,7222,23240,38101,137485,66491,60.56,1,9,31,124,394,562,87,3247,15331,753,16084,0.047
Florida,Suwannee,2004,37713,30475,7238,25078,46314,162066,86331,62.19,0,16,17,153,405,596,81,3362,15453,710,16163,0.044
Florida,Suwannee,2005,38174,30908,7266,25842,58234,201319,108354,58.4,1,26,14,159,272,525,53,2751,16031,607,16638,0.036
Florida,Suwannee,2006,38799,31454,7345,27157,68253,230073,127007,39.74,0,10,20,154,263,451,62,2474,16405,551,16956,0.032
Florida,Suwannee,2007,39608,32053,7555,27494,66798,222523,124545,40.43,3,5,21,223,322,472,109,2916,16707,643,17350,0.037
Florida,Suwannee,2008,40927,33503,7424,28370,57131,188867,106721,49.69,3,11,34,178,306,444,60,2531,15979,1029,17008,0.061
Florida,Suwannee,2009,40230,32857,7373,27657,48835,161177,91461,50.31,0,13,53,160,306,435,65,2565,15765,1685,17450,0.097
Florida,Suwannee,2010,41551,33989,7562,28144,45123,148029,84321,47.53,4,7,24,144,351,488,58,2632,17184,1804,18988,0.095
Florida,Suwannee,2011,43215,35652,7563,28244,42802,140102,79993,47.27,1,6,17,151,329,487,41,2388,17028,1723,18751,0.092
Florida,Suwannee,2012,43796,36265,7531,28871,43450,142820,80962,67.29,1,2,17,131,337,402,26,2092,16714,1506,18220,0.083
Florida,Suwannee,2013,43873,36379,7494,29720,47157,155019,87853,58.17,3,8,23,132,319,455,25,2200,16726,1302,18028,0.072
Florida,Suwannee,2014,44168,36625,7543,30421,51716,170477,97037,71.38,0,5,19,176,242,400,27,1967,16781,1163,17944,0.065
Florida,Suwannee,2015,44452,36912,7540,31346,58113,187854,108539,49.16,1,4,19,116,171,325,26,1489,17014,991,18005,0.055
Florida,Suwannee,2016,44349,36831,7518,32359,63822,204322,118571,50.81,4,11,33,193,247,355,52,2018,17342,901,18243,0.049
Florida,Suwannee,2017,44690,37139,7551,33592,68703,219646,128076,54.21,0,15,8,166,188,296,35,1584,17535,791,18326,0.043
Florida,Suwannee,2018,44879,37353,7526,34894,72679,230722,134523,67.33,1,14,14,135,212,320,29,1616,17474,684,18158,0.038
Florida,Suwannee,2019,45423,37777,7646,35802,75552,236659,138865,46.02,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,17639,649,18288,0.035
Florida,Suwannee,2020,45463,37827,7636,37737,78069,240173,142686,46.82,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,16758,1000,17758,0.056
Florida,Taylor,2001,19521,12674,6847,27425,24014,103485,54916,42.13,0,10,19,107,262,347,26,3950,7730,567,8297,0.068
Florida,Taylor,2002,19800,12973,6827,27509,26128,112148,58796,57.39,1,6,14,139,292,416,57,4672,7967,580,8547,0.068
Florida,Taylor,2003,20646,13822,6824,28430,28245,121681,63595,70.02,2,14,15,143,296,405,55,4505,7662,558,8220,0.068
Florida,Taylor,2004,20941,14118,6823,28618,32839,141737,73013,61.24,1,15,13,107,292,340,27,3796,7920,459,8379,0.055
Florida,Taylor,2005,21310,14478,6832,30072,40193,172632,87957,62.84,0,9,6,178,237,256,19,3308,8456,357,8813,0.041
Florida,Taylor,2006,21471,14632,6839,30922,46051,195064,99766,39.59,1,12,9,160,154,136,18,2282,8408,347,8755,0.04
Florida,Taylor,2007,22516,15720,6796,33075,44807,188350,96260,38.76,0,10,14,272,196,252,24,3411,8431,383,8814,0.043
Florida,Taylor,2008,23199,16367,6832,33167,38093,158640,81374,53.56,1,21,14,238,256,282,28,3621,8525,614,9139,0.067
Florida,Taylor,2009,23164,16349,6815,33708,32357,134443,68569,54.71,4,23,11,183,253,253,21,3229,8181,986,9167,0.108
Florida,Taylor,2010,22570,15553,7017,35625,29741,123492,63102,55.28,3,21,8,126,181,228,7,2483,8430,960,9390,0.102
Florida,Taylor,2011,22500,15523,6977,36468,28686,118649,60739,41.98,3,11,7,135,199,167,14,2382,8445,943,9388,0.1
Florida,Taylor,2012,22898,15861,7037,36491,29254,119237,61303,65.36,3,10,6,134,117,164,15,1961,8484,866,9350,0.093
Florida,Taylor,2013,23018,15987,7031,37593,32637,132032,67644,59.58,2,18,4,178,116,215,11,2363,8690,774,9464,0.082
Florida,Taylor,2014,22932,15863,7069,37220,35877,144246,73924,68.83,0,17,5,135,112,216,18,2193,8689,660,9349,0.071
Florida,Taylor,2015,22824,15808,7016,40705,40367,159669,83182,48.61,2,10,8,235,127,294,20,3049,8404,611,9015,0.068
Florida,Taylor,2016,22478,15504,6974,38014,44248,171967,89980,56.83,3,14,4,240,157,275,23,3185,8383,483,8866,0.054
Florida,Taylor,2017,22295,15341,6954,39208,47424,182994,97088,53.76,0,19,13,235,186,284,27,3427,8363,398,8761,0.045
Florida,Taylor,2018,22283,15258,7025,40110,50694,192110,103411,77.75,3,12,6,221,186,262,32,3240,8316,336,8652,0.039
Florida,Taylor,2019,22458,15427,7031,40749,52428,197140,106387,48.06,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7920,311,8231,0.038
Florida,Taylor,2020,22436,15499,6937,41784,55303,203648,110545,53.63,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7659,510,8169,0.062
Florida,Union,2001,13521,11251,2270,25999,NULL,NULL,NULL,43.76,0,2,4,55,42,49,14,1228,4514,246,4760,0.052
Florida,Union,2002,13794,11421,2373,26347,NULL,NULL,NULL,56.11,0,3,5,48,27,42,20,1051,4632,187,4819,0.039
Florida,Union,2003,13726,11354,2372,27665,NULL,NULL,NULL,58.36,1,3,2,43,113,105,21,2098,4673,185,4858,0.038
Florida,Union,2004,14620,11937,2683,29422,NULL,NULL,NULL,63.16,0,5,2,60,111,156,22,2435,4711,182,4893,0.037
Florida,Union,2005,15046,12384,2662,30772,59903,191986,121176,55.52,0,10,4,47,80,131,33,2027,4893,152,5045,0.03
Florida,Union,2006,15028,12366,2662,31598,64456,194580,127627,40.75,1,6,9,36,71,118,22,1750,4987,135,5122,0.026
Florida,Union,2007,15722,13013,2709,31775,65460,199386,131732,41.12,0,4,4,57,73,72,18,1450,4973,163,5136,0.032
Florida,Union,2008,15974,13337,2637,31997,56328,172348,113163,49.18,1,1,4,50,60,55,15,1164,5045,264,5309,0.05
Florida,Union,2009,15576,12943,2633,33539,47618,149836,96608,53.59,1,4,2,25,51,59,12,989,4982,406,5388,0.075
Florida,Union,2010,15535,12976,2559,33411,44297,138074,89888,44.4,0,2,1,44,73,66,3,1194,4989,447,5436,0.082
Florida,Union,2011,15473,12935,2538,33075,41741,129591,84923,49.32,0,2,5,28,80,85,5,1325,4727,421,5148,0.082
Florida,Union,2012,15510,12971,2539,33684,41342,129698,83705,64.19,1,1,7,29,64,80,9,1231,4676,376,5052,0.074
Florida,Union,2013,15483,12976,2507,34060,45190,141391,91497,52.63,3,2,2,43,39,66,3,1020,4641,327,4968,0.066
Florida,Union,2014,15647,13124,2523,34270,49469,155302,99987,60.55,0,3,1,42,58,51,6,1029,4436,291,4727,0.062
Florida,Union,2015,15918,13449,2469,34267,54478,169862,109014,47.87,0,1,1,16,30,38,6,578,4520,233,4753,0.049
Florida,Union,2016,15887,13452,2435,35374,61031,187873,119872,45.8,2,0,2,33,25,34,1,611,4601,210,4811,0.044
Florida,Union,2017,15947,13549,2398,36174,65530,200761,126425,59.96,1,0,3,27,60,48,4,897,4626,182,4808,0.038
Florida,Union,2018,15867,13461,2406,38187,73711,219304,140316,58.11,0,2,3,28,29,36,2,630,4458,152,4610,0.033
Florida,Union,2019,15505,13094,2411,38684,79489,232410,148207,45.22,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4464,145,4609,0.031
Florida,Union,2020,15410,13033,2377,39849,80851,241062,152443,53.63,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4336,216,4552,0.047
Florida,Volusia,2001,452050,107916,344134,26064,74030,192345,111422,58,20,256,611,2162,4862,11749,1616,4707,206227,9547,215774,0.044
Florida,Volusia,2002,459737,109196,350541,26947,80867,210292,121074,61.06,30,280,694,1882,5222,12088,1837,4793,208182,12545,220727,0.057
Florida,Volusia,2003,470770,111783,358987,28037,90050,233920,135263,54.21,18,273,725,1933,5148,12087,2098,4734,214968,11983,226951,0.053
Florida,Volusia,2004,484261,113678,370583,29346,104998,273138,157674,62.17,19,205,649,2029,4626,11343,2173,4346,223275,11085,234360,0.047
Florida,Volusia,2005,494649,114961,379688,29927,132166,340170,195580,64.22,28,218,617,1787,4282,11093,1800,4009,235627,9061,244688,0.037
Florida,Volusia,2006,503844,115720,388124,31197,163238,403997,238134,36.52,21,180,636,1800,5406,11874,1855,4322,241875,8213,250088,0.033
Florida,Volusia,2007,508014,116542,391472,32196,156900,380275,225245,45.01,20,190,728,1890,4719,11749,1767,4147,241896,10595,252491,0.042
Florida,Volusia,2008,510750,117584,393166,32938,128611,312452,184106,54.12,15,190,722,1895,5067,12645,1434,4302,237301,17266,254567,0.068
Florida,Volusia,2009,507105,116448,390657,33021,103630,259321,151313,46.8,19,162,702,1772,4858,12074,1426,4144,225174,27300,252474,0.108
Florida,Volusia,2010,494593,116655,377938,33726,88237,227336,131159,41.35,17,170,492,1972,4812,12264,1314,4167,207981,28093,236074,0.119
Florida,Volusia,2011,495400,115830,379570,33861,77106,205403,116231,47.19,22,145,507,1760,4676,12526,1022,4170,209938,26588,236526,0.112
Florida,Volusia,2012,497145,115757,381388,34847,75242,200735,112766,45.86,19,122,422,1522,4095,12071,1046,3883,212873,23083,235956,0.098
Florida,Volusia,2013,498978,115300,383678,34947,84638,221499,126708,50.5,24,162,404,1433,3691,12418,1031,3840,215040,20109,235149,0.086
Florida,Volusia,2014,503851,115057,388794,36038,94333,240456,140542,61.32,12,179,351,1585,3033,11667,1003,3539,220799,16705,237504,0.07
Florida,Volusia,2015,510494,115656,394838,37196,101177,251428,148942,46.51,22,155,352,1872,2813,11938,1072,3570,225449,14155,239604,0.059
Florida,Volusia,2016,517411,115969,401442,37849,112207,269171,162722,45.41,19,148,337,1709,2768,12245,1201,3562,233701,12585,246286,0.051
Florida,Volusia,2017,523405,116705,406700,39060,127712,293544,182064,53.94,27,113,308,1586,2368,10833,1068,3115,238277,11200,249477,0.045
Florida,Volusia,2018,531062,116678,414384,40085,141057,314044,198570,58.14,22,142,302,1530,2013,10221,959,2860,242874,9684,252558,0.038
Florida,Volusia,2019,538763,118208,420555,41241,150548,328325,210320,56.04,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,244818,9231,254049,0.036
Florida,Volusia,2020,551588,119211,432377,44406,160836,344892,223674,53.98,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,230585,18975,249560,0.076
Florida,Wakulla,2001,23807,23126,681,33264,48794,135821,84025,56.77,2,24,10,119,187,331,39,2991,11854,455,12309,0.037
Florida,Wakulla,2002,24217,23531,686,24454,54210,148400,92923,57.26,1,32,9,105,274,387,37,3489,12155,557,12712,0.044
Florida,Wakulla,2003,24938,24256,682,25445,59693,162698,102413,61.33,0,17,5,85,173,348,46,2703,12562,555,13117,0.042
Florida,Wakulla,2004,25505,24784,721,26967,69998,191287,119722,54.48,0,18,2,62,168,344,33,2458,13051,485,13536,0.036
Florida,Wakulla,2005,26867,26143,724,27767,87109,237550,147948,64.11,3,16,5,65,182,307,25,2244,13997,402,14399,0.028
Florida,Wakulla,2006,28393,27663,730,29317,100040,269847,169160,44.93,0,10,5,77,167,361,42,2332,15067,383,15450,0.025
Florida,Wakulla,2007,29417,28676,741,30586,100186,269305,169135,41.49,1,10,6,58,229,372,50,2468,14650,459,15109,0.03
Florida,Wakulla,2008,30717,29970,747,31927,89680,238508,150564,56.2,0,13,8,51,167,437,44,2344,15178,738,15916,0.046
Florida,Wakulla,2009,31791,31050,741,32352,76727,203079,128704,56.37,1,11,12,86,188,503,24,2595,15569,1163,16732,0.07
Florida,Wakulla,2010,30776,30026,750,32946,70546,185731,117973,53.65,0,11,5,53,138,516,25,2308,13304,1171,14475,0.081
Florida,Wakulla,2011,30877,30131,746,30815,66241,174344,110723,35.67,2,13,7,48,167,569,14,2656,13322,1196,14518,0.082
Florida,Wakulla,2012,30771,30037,734,30787,66138,174032,110869,55.48,0,14,4,57,149,513,22,2467,12970,1055,14025,0.075
Florida,Wakulla,2013,30869,30134,735,32026,71838,188807,120762,64.66,0,10,4,56,102,435,23,2041,13160,876,14036,0.062
Florida,Wakulla,2014,31285,30555,730,32543,77958,204709,131533,66.32,1,11,2,56,102,481,28,2177,13520,762,14282,0.053
Florida,Wakulla,2015,31283,30543,740,33230,84139,220938,142373,51.36,2,11,6,67,87,407,23,1928,13353,660,14013,0.047
Florida,Wakulla,2016,31599,30848,751,33996,90742,239188,154893,57.23,1,3,4,44,134,350,20,1760,13743,599,14342,0.042
Florida,Wakulla,2017,31909,31165,744,35143,97289,257375,167413,53.18,0,12,2,74,174,308,26,1868,13947,526,14473,0.036
Florida,Wakulla,2018,31943,31193,750,35867,102026,271232,176520,73.48,1,5,5,47,127,372,27,1828,14258,472,14730,0.032
Florida,Wakulla,2019,32976,32107,869,37752,106108,280381,182534,40.94,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,14933,469,15402,0.03
Florida,Wakulla,2020,33981,33121,860,42469,110345,289990,188782,52.41,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,14216,669,14885,0.045
Florida,Walton,2001,42542,35598,6944,23060,102039,618415,212000,50.19,0,3,12,160,382,672,66,3044,19935,822,20757,0.04
Florida,Walton,2002,45521,38474,7047,24107,109561,651715,227865,63.21,0,5,22,228,464,748,61,3357,20562,991,21553,0.046
Florida,Walton,2003,47066,40002,7064,25092,122049,715657,254572,74.27,1,8,8,146,344,864,78,3079,21875,874,22749,0.038
Florida,Walton,2004,50543,43412,7131,26453,142711,847337,304343,61.6,3,10,5,196,326,869,96,2978,23573,871,24444,0.036
Florida,Walton,2005,53525,46230,7295,28773,184821,1083283,398086,65.21,3,12,13,230,264,792,77,2599,27174,770,27944,0.028
Florida,Walton,2006,55786,48034,7752,30092,213512,1218912,455779,40.76,2,10,2,99,180,659,80,1850,30441,681,31122,0.022
Florida,Walton,2007,57093,49420,7673,30861,199286,1131838,417397,48.89,0,6,12,110,250,869,67,2302,30380,872,31252,0.028
Florida,Walton,2008,57784,50370,7414,30522,174270,954283,360538,57.02,1,16,18,204,298,755,75,2366,29684,1445,31129,0.046
Florida,Walton,2009,57917,50544,7373,30373,148882,804065,310996,78.79,5,11,12,191,463,788,74,2666,28499,2338,30837,0.076
Florida,Walton,2010,55043,47435,7608,30447,144957,743263,297911,52.49,2,14,9,189,443,822,75,2721,23433,2341,25774,0.091
Florida,Walton,2011,55450,47808,7642,30674,131232,679877,275242,46.55,3,14,3,152,429,967,71,2956,23914,2222,26136,0.085
Florida,Walton,2012,56965,48818,8147,31658,131644,680386,276029,60.79,1,15,18,162,375,980,70,2846,24133,1959,26092,0.075
Florida,Walton,2013,57779,49537,8242,32148,139750,730674,297071,76.64,3,15,6,170,382,1070,74,2977,25178,1712,26890,0.064
Florida,Walton,2014,59793,51305,8488,32801,152370,796803,323185,66.95,0,25,10,182,413,1021,65,2870,25811,1490,27301,0.055
Florida,Walton,2015,60687,51969,8718,34151,165099,852129,344346,60.28,1,14,10,163,333,946,69,2531,26623,1326,27949,0.047
Florida,Walton,2016,62943,53856,9087,35582,172035,878089,355285,59.71,4,18,12,190,342,967,79,2561,27776,1259,29035,0.043
Florida,Walton,2017,65301,55989,9312,37312,179733,915238,373033,68.6,1,17,13,145,317,823,86,2147,28896,1111,30007,0.037
Florida,Walton,2018,67656,57720,9936,38543,191790,962029,396943,74.77,3,20,2,129,236,712,81,1749,29992,992,30984,0.032
Florida,Walton,2019,70071,59512,10559,40842,202054,1004944,416689,52.35,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,31156,961,32117,0.03
Florida,Walton,2020,74724,62698,12026,44056,213827,1044915,436967,58.05,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,30070,1887,31957,0.059
Florida,Washington,2001,21437,16167,5270,24273,NULL,NULL,NULL,50.18,1,4,3,17,51,167,25,1250,8337,511,8848,0.058
Florida,Washington,2002,21649,16359,5290,24485,NULL,NULL,NULL,65.33,0,0,2,18,81,169,26,1367,8346,560,8906,0.063
Florida,Washington,2003,21913,16669,5244,25061,NULL,NULL,NULL,67.16,1,0,1,17,81,235,34,1684,8356,476,8832,0.054
Florida,Washington,2004,22434,17070,5364,25371,NULL,NULL,NULL,59.24,0,4,6,25,65,236,33,1645,8670,423,9093,0.047
Florida,Washington,2005,23097,17661,5436,27130,NULL,NULL,NULL,59.78,2,5,0,38,112,242,38,1892,8946,345,9291,0.037
Florida,Washington,2006,23073,17571,5502,27228,NULL,NULL,NULL,41.88,1,1,5,35,98,173,33,1500,9279,319,9598,0.033
Florida,Washington,2007,23719,18222,5497,28704,59708,201975,114928,42.92,1,2,0,34,95,171,31,1408,9259,393,9652,0.041
Florida,Washington,2008,24779,19341,5438,29124,50889,170000,96662,60.67,0,5,4,37,97,193,30,1477,9234,647,9881,0.065
Florida,Washington,2009,24721,19500,5221,31078,42610,142311,80786,69.05,0,7,1,21,63,148,7,999,8922,998,9920,0.101
Florida,Washington,2010,24896,19540,5356,30603,38616,129778,73202,46.44,3,1,0,31,122,185,18,1459,9166,1040,10206,0.102
Florida,Washington,2011,24638,19255,5383,30508,36941,123528,68989,45.47,2,1,6,52,88,220,20,1579,9316,1032,10348,0.1
Florida,Washington,2012,24922,19730,5192,30819,37797,123736,69543,58.25,0,4,4,55,100,283,17,1858,9090,909,9999,0.091
Florida,Washington,2013,24793,19646,5147,31727,41047,134401,75819,76.8,0,1,7,46,122,247,21,1791,9040,790,9830,0.08
Florida,Washington,2014,24959,19880,5079,32248,44284,145775,82425,64.95,1,6,5,34,97,241,23,1631,9010,671,9681,0.069
Florida,Washington,2015,24975,19888,5087,33389,48463,158784,89607,63.82,0,5,7,29,95,230,24,1562,9068,580,9648,0.06
Florida,Washington,2016,24888,19768,5120,33578,51488,169044,94775,61.88,0,3,6,35,92,225,20,1531,9228,504,9732,0.052
Florida,Washington,2017,24985,19869,5116,34625,55413,179823,101328,57.09,2,1,4,46,57,235,20,1461,9343,432,9775,0.044
Florida,Washington,2018,25129,19966,5163,35465,59381,193713,108928,73.8,1,3,3,36,86,164,13,1218,9365,384,9749,0.039
Florida,Washington,2019,25387,20164,5223,35994,62442,201398,113503,48.21,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,9355,354,9709,0.036
Florida,Washington,2020,25334,20157,5177,37897,66126,208237,119074,68.23,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,8929,549,9478,0.058
