SizeRank,County,State,Metro,1/31/1996,2/29/1996,3/31/1996,4/30/1996,5/31/1996,6/30/1996,7/31/1996,8/31/1996,9/30/1996,10/31/1996,11/30/1996,12/31/1996,1/31/1997,2/28/1997,3/31/1997,4/30/1997,5/31/1997,6/30/1997,7/31/1997,8/31/1997,9/30/1997,10/31/1997,11/30/1997,12/31/1997,1/31/1998,2/28/1998,3/31/1998,4/30/1998,5/31/1998,6/30/1998,7/31/1998,8/31/1998,9/30/1998,10/31/1998,11/30/1998,12/31/1998,1/31/1999,2/28/1999,3/31/1999,4/30/1999,5/31/1999,6/30/1999,7/31/1999,8/31/1999,9/30/1999,10/31/1999,11/30/1999,12/31/1999,1/31/2000,2/29/2000,3/31/2000,4/30/2000,5/31/2000,6/30/2000,7/31/2000,8/31/2000,9/30/2000,10/31/2000,11/30/2000,12/31/2000,1/31/2001,2/28/2001,3/31/2001,4/30/2001,5/31/2001,6/30/2001,7/31/2001,8/31/2001,9/30/2001,10/31/2001,11/30/2001,12/31/2001,1/31/2002,2/28/2002,3/31/2002,4/30/2002,5/31/2002,6/30/2002,7/31/2002,8/31/2002,9/30/2002,10/31/2002,11/30/2002,12/31/2002,1/31/2003,2/28/2003,3/31/2003,4/30/2003,5/31/2003,6/30/2003,7/31/2003,8/31/2003,9/30/2003,10/31/2003,11/30/2003,12/31/2003,1/31/2004,2/29/2004,3/31/2004,4/30/2004,5/31/2004,6/30/2004,7/31/2004,8/31/2004,9/30/2004,10/31/2004,11/30/2004,12/31/2004,1/31/2005,2/28/2005,3/31/2005,4/30/2005,5/31/2005,6/30/2005,7/31/2005,8/31/2005,9/30/2005,10/31/2005,11/30/2005,12/31/2005,1/31/2006,2/28/2006,3/31/2006,4/30/2006,5/31/2006,6/30/2006,7/31/2006,8/31/2006,9/30/2006,10/31/2006,11/30/2006,12/31/2006,1/31/2007,2/28/2007,3/31/2007,4/30/2007,5/31/2007,6/30/2007,7/31/2007,8/31/2007,9/30/2007,10/31/2007,11/30/2007,12/31/2007,1/31/2008,2/29/2008,3/31/2008,4/30/2008,5/31/2008,6/30/2008,7/31/2008,8/31/2008,9/30/2008,10/31/2008,11/30/2008,12/31/2008,1/31/2009,2/28/2009,3/31/2009,4/30/2009,5/31/2009,6/30/2009,7/31/2009,8/31/2009,9/30/2009,10/31/2009,11/30/2009,12/31/2009,1/31/2010,2/28/2010,3/31/2010,4/30/2010,5/31/2010,6/30/2010,7/31/2010,8/31/2010,9/30/2010,10/31/2010,11/30/2010,12/31/2010,1/31/2011,2/28/2011,3/31/2011,4/30/2011,5/31/2011,6/30/2011,7/31/2011,8/31/2011,9/30/2011,10/31/2011,11/30/2011,12/31/2011,1/31/2012,2/29/2012,3/31/2012,4/30/2012,5/31/2012,6/30/2012,7/31/2012,8/31/2012,9/30/2012,10/31/2012,11/30/2012,12/31/2012,1/31/2013,2/28/2013,3/31/2013,4/30/2013,5/31/2013,6/30/2013,7/31/2013,8/31/2013,9/30/2013,10/31/2013,11/30/2013,12/31/2013,1/31/2014,2/28/2014,3/31/2014,4/30/2014,5/31/2014,6/30/2014,7/31/2014,8/31/2014,9/30/2014,10/31/2014,11/30/2014,12/31/2014,1/31/2015,2/28/2015,3/31/2015,4/30/2015,5/31/2015,6/30/2015,7/31/2015,8/31/2015,9/30/2015,10/31/2015,11/30/2015,12/31/2015,1/31/2016,2/29/2016,3/31/2016,4/30/2016,5/31/2016,6/30/2016,7/31/2016,8/31/2016,9/30/2016,10/31/2016,11/30/2016,12/31/2016,1/31/2017,2/28/2017,3/31/2017,4/30/2017,5/31/2017,6/30/2017,7/31/2017,8/31/2017,9/30/2017,10/31/2017,11/30/2017,12/31/2017,1/31/2018,2/28/2018,3/31/2018,4/30/2018,5/31/2018,6/30/2018,7/31/2018,8/31/2018,9/30/2018,10/31/2018,11/30/2018,12/31/2018,1/31/2019,2/28/2019,3/31/2019,4/30/2019,5/31/2019,6/30/2019,7/31/2019,8/31/2019,9/30/2019,10/31/2019,11/30/2019,12/31/2019,1/31/2020,2/29/2020,3/31/2020,4/30/2020,5/31/2020,6/30/2020,7/31/2020,8/31/2020,9/30/2020,10/31/2020,11/30/2020,12/31/2020,1/31/2021,2/28/2021,3/31/2021,4/30/2021,5/31/2021,6/30/2021,7/31/2021
604,Flagler County,FL,Deltona-Daytona Beach-Ormond Beach,200304,199886,199463,198951,198407,197751,195860,194126,192478,191881,190986,190352,189964,189933,189935,189265,188659,188197,189447,190134,190739,189971,190262,190649,190867,190463,189784,189639,189819,190224,190510,191618,192808,194311,194781,194835,194921,195379,196268,197086,197767,198635,199816,200981,202368,203569,205017,206094,207140,208116,209521,210957,212549,213851,215593,217081,218410,219448,220929,223011,225065,226934,228085,229357,230536,232127,232295,232518,232702,233959,235259,236510,237968,239481,241302,243015,244898,246319,248720,251262,254081,256251,258135,260070,262011,264730,267882,271208,274081,277651,281245,285143,289317,293573,297473,300937,305208,309231,313179,316652,320847,325330,330058,334738,339394,344791,351546,359314,366176,372703,378728,386479,394718,402482,410642,419345,427454,434846,441272,447815,454420,460495,467495,472333,476573,479813,482098,482357,481676,480130,478823,476247,472830,466786,460741,455092,450977,445319,439263,433399,429434,425488,420842,414688,407792,405644,401225,397295,388697,383016,377119,370546,362652,354616,347034,340491,335574,328533,322784,316490,312423,308045,303764,301593,298272,295976,292654,290467,287790,286073,284247,282930,281160,278520,275963,272616,271387,269317,268486,267737,266880,264797,262040,259483,258456,257186,256804,255931,254983,253404,251644,248363,245893,244805,245775,247006,246506,247151,246490,247406,247895,249998,252193,255144,257836,259733,261000,262121,265020,268168,272249,274426,275980,278189,281012,284694,287989,291696,294274,296274,297305,296909,297168,298339,301177,301884,302026,301680,301521,301658,302666,303676,305141,307234,309410,311384,312290,314417,316214,317928,319639,320092,320403,321176,322540,324633,325744,326860,328317,329713,331525,333302,334889,337370,339919,342638,344349,344481,344724,345604,346753,347720,348542,349179,349921,350690,351355,351099,351646,353643,356542,358575,359277,359201,359552,360403,362593,364626,366158,367865,368064,368537,368616,369069,369694,369738,370621,372094,373818,373744,374339,374539,376782,376918,376878,376869,378819,382665,386435,390465,394662,401424,409113,418551,428439,441315,456200
614,Sumter County,FL,The Villages,171316,171402,171561,171634,171649,171647,171835,172028,172200,172176,172294,172516,173181,173736,174175,174582,175208,175834,176364,176859,177395,177975,178757,179548,180216,180730,181169,181980,182696,183588,184210,185013,185881,187218,187980,188482,188350,188696,189350,189834,190376,190929,191855,192733,193658,194553,195527,196773,197981,199203,200109,201562,203120,204663,205965,207129,208357,209963,211322,212839,213681,214653,215799,217022,218441,219398,220329,221227,222229,222032,222945,223064,225217,226583,228061,228643,228435,229157,230207,231669,232844,234307,235369,236652,237564,239099,240631,242403,244261,245979,247489,249016,250627,252761,254251,256247,257699,259716,261692,263872,266966,270062,273585,276628,279576,282544,286390,290540,294392,297144,300222,303936,307050,309059,310593,313105,316817,320669,324280,327259,331020,335477,340049,343833,347990,353739,359473,364405,367201,369694,372237,375305,377784,379534,379236,378019,375940,373702,371620,369588,367548,365254,361798,358259,353947,349676,346807,345628,344628,342389,340273,337591,336455,334510,333091,330877,328969,327597,324944,321087,317510,314205,310954,308091,305234,303206,301576,300263,299600,298794,299996,302041,304080,306460,307977,309194,309442,309911,310051,309781,309279,308964,307556,304227,300260,296672,294282,292565,291444,290612,290319,290020,289445,289300,289667,292706,295431,298773,301186,303033,303573,304058,304884,307486,310381,312347,313242,313038,315970,317596,320455,323702,329694,335301,339326,342406,346136,350079,355838,360360,362455,364688,367190,370077,370897,370911,372671,373462,373240,372208,370768,371629,372953,373812,372364,370687,369169,368399,365803,364565,364722,366011,365952,364445,362937,362940,364218,365545,367025,368889,372010,374138,374279,375071,376596,379230,379997,380424,380830,381538,382418,383316,384105,385276,387187,388629,390579,391915,395137,398006,400890,402931,405080,407114,409464,412511,415809,417938,419302,420596,422201,423255,424158,426273,428539,430749,431426,431661,432614,435153,438048,440874,443270,445281,445940,445400,445129,445923,447783,449738,451123,452162,453373,454966,456605,459154,463091
728,Putnam County,FL,Palatka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110052,111490,113100,115640,117472,118483,119175,119929,120504,121340,122155,123193,124229,124759,124521,124448,125515,127548,129609,131239,132923,134264,135257,135624,135579,135738,135919,136388,136565,136950,137568,138116,138512,138412,138389,138528,139270,139883,140722,141081,140945,140431,140420,141244,142433,143655,145291,146895,148352,149966,151309,153079,154895,156928,158396,159900,161418,163428,164920,166898,168640,170564,172814,175505,179000,182316,185820,189102,192583,196126,199943,203701,207880,212113,216357,220819,224969,229921,234340,238154,241068,243222,245720,247715,249303,252190,254916,257218,257038,255736,254838,254334,254114,253672,251631,248640,245607,238137,230711,222030,218040,214549,210953,206616,202220,198160,194935,192127,189298,188050,186554,185472,183061,180373,177690,175451,173583,171833,170150,168806,167637,166914,166322,166058,165399,164793,164191,163612,162692,161567,160522,159307,158162,157029,155992,155011,154084,153529,153162,152879,152667,152616,152552,152687,152840,152983,153176,153319,153668,153979,154516,155168,156120,157325,158612,159867,160998,162191,163585,165042,166529,167936,169182,170871,172528,174279,175580,176878,178126,179368,180294,181114,181814,182700,183620,185679,187663,189579,190365,191282,192751,194095,195338,196072,196780,197372,197792,194625,191526,188782,189495,190189,190020,189795,189491,189951,190410,190667,190536,191732,193058,193625,192934,192210,192869,194074,195734,197023,198291,199769,202057,204454,206373,207800,209254,210262,209979,209145,208954,209420,209845,210158,210320,211595,213025,215863,217189,218823,220192,222687,224660,226277,227831,228712,229781,230247,231465,232178,233483,235379,237961,238811,239331,240381,242705,245726,248419,251343,254086,256590,259746,262581,265471,269526,274223,278759,282544,286409,290777
736,Nassau County,FL,Jacksonville,175485,175647,175744,175964,176429,176961,177476,177600,177701,177825,178113,178430,178413,178510,178626,179350,180082,181020,181891,182849,183707,184715,185861,187214,188747,189891,191125,191910,192622,193020,193654,195006,196770,198489,199710,200576,202307,204606,207210,209156,209643,209969,210665,212629,214769,216787,218905,221376,223413,225468,227335,229918,236654,244325,251596,254785,257602,260642,264303,267645,271283,274572,278197,281730,283363,284634,285988,289386,292617,295661,298100,300293,302025,304256,306279,308061,309160,310028,311545,312934,314533,315833,317599,319691,321673,323316,325090,327218,328464,329782,330065,331721,333168,335526,337497,339930,342525,345459,348026,350585,353469,355999,359335,362470,366463,369977,374273,378530,383426,387781,392531,397346,403144,411002,418344,425521,431057,436873,442264,447153,451804,457538,462564,468457,473655,479071,483153,486690,490495,494270,496548,498110,497958,498099,495283,495427,495525,495680,494700,494053,494549,492900,490883,489274,488250,484612,487183,481618,475151,462325,455147,447115,438359,430846,424960,419048,412897,407529,400111,394786,390047,387193,382513,378327,374700,371832,368629,365827,363054,360850,358234,356641,354876,354008,352606,351217,349288,346529,343760,340639,338429,336378,334422,332320,330546,329607,328917,328246,327722,326818,326082,325742,325891,325875,326416,326925,327861,328393,329367,330682,332483,333031,334407,335967,339367,342381,346924,350754,354864,357542,360904,363890,366636,374883,383654,392034,394310,396471,394217,395568,395885,400094,402413,404493,407505,407519,405874,404668,407181,410394,414273,414501,415649,416282,417775,420521,422000,422211,421353,419837,417936,417864,420016,424012,425795,426130,425931,426454,427560,430380,434425,438092,441666,443038,444962,446557,450666,453949,457769,459886,461534,462429,464057,467747,472549,476955,479331,480652,482163,485082,488072,490966,493868,496819,498807,499721,500188,501850,505096,509539,512716,514306,514969,516522,518220,520014,522121,525038,528008,530369,531886,532112,532939,533181,535485,537790,541804,545622,550114,554796,560211,566505,573999,583161,593446,605959,618504
738,Monroe County,FL,Key West,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1033611,1034720,1036614,1041296,1046830,1051301,1055328,1060656,1068173,1073510,1083351,1093864,1108660,1119428,1129413,1136462,1143431,1151503,1160159,1165473,1167690,1171153,1167691,1163984,1157187,1159107,1161000,1162088,1160530,1160599,1161615,1164693,1166479,1173345,1179249,1182502,1177526,1168854,1162807,1164283,1170178,1174179,1176508,1178345,1181954,1182479,1186400,1196799,1210769,1226433,1235116,1240159,1237988,1238378,1235722,1235125,1231908,1231966,1232004,1232953,1235089,1232066,1229690,1223499,1222055,1219540,1223135,1228482,1236088,1243925,1252722,1261172,1270513,1286145,1306445,1333253,1362409,1395077,1428566
777,Columbia County,FL,Lake City,93670,93730,93804,93975,94071,94116,93972,93987,94088,94327,94548,94765,95135,95441,95733,95933,96182,96482,96658,97147,97631,98290,98768,99264,99489,99677,99867,100212,100713,101325,102745,103231,103534,103228,103389,103648,104013,104647,105222,105739,106277,106781,107090,107580,108197,108896,109471,109942,110627,111132,111794,112302,112978,113693,114190,114758,115354,116172,117167,118071,118982,119702,120446,121232,121882,122476,123028,124147,125081,126034,126440,127089,127677,128523,129588,130739,131687,132457,133284,134849,135852,136674,136891,137668,138502,139113,140322,141443,142630,143174,143807,141978,141553,141645,143724,144343,144231,144745,143331,142030,141015,142040,143281,145190,146547,147882,148697,150052,152332,154552,158224,161695,164734,166814,169121,172696,176621,179474,182188,185063,188045,190933,193441,196719,200256,204004,206916,208681,209310,210795,211696,213815,215196,216515,217290,218312,219162,218650,217645,217613,218238,218574,218372,216550,214798,211847,209388,205683,202235,199573,197296,194025,190487,187035,184370,181830,179324,177542,175661,173889,171871,169634,167457,165590,164064,162982,161805,160933,159931,159042,158224,157617,157041,156442,155969,155508,154751,153449,152254,150986,150032,149017,148107,147270,146523,146063,145707,145425,145185,145024,144799,144793,144850,145049,145164,145266,145493,145840,146336,147036,147943,149225,150466,151609,152645,153750,155053,156491,157993,159514,160895,162235,163581,164867,166249,167663,169062,170371,171621,172928,174258,175477,176770,177951,179076,180132,181512,183058,184759,186329,187894,189427,190817,192265,193648,195173,196769,198431,200018,201451,202937,204526,206256,207772,209341,210806,212401,213952,215516,216936,217977,218998,220295,221761,223181,224485,225892,227148,228258,229354,230445,231637,232664,233869,234184,234951,235497,237130,238063,239144,239589,240033,240106,240361,240839,241557,241858,243928,245412,246681,245206,244505,244376,245161,245067,245428,245984,247652,247885,247047,246015,242531,241126,241203,247638,253831,259916,263924,268035,271233,275993,280606,285773,293122,300333,305726,305261
909,Walton County,FL,Crestview-Fort Walton Beach-Destin,574959,575415,575798,575950,575589,575552,575912,576349,576772,577425,579585,581476,584285,586518,589041,591588,593536,594882,595410,595713,596398,597005,597836,599020,599972,600420,600630,600366,603035,606059,610728,615368,619634,624081,625248,626402,626575,627385,627842,631262,633870,637108,638220,640424,642077,642372,641643,641535,639774,638944,635666,633238,629314,625754,620900,615658,611782,609027,607302,605618,606097,610319,615682,615691,613848,612319,615939,618011,619928,622544,631425,639180,646020,641568,638720,638446,645181,649569,652294,656740,660338,663285,663371,665045,668122,676461,686070,697382,703759,712345,720365,729144,736016,743330,751316,763572,774477,788613,799840,807707,814109,821630,832918,845784,867116,888408,908580,922442,943760,966951,985604,1004873,1027778,1058620,1086618,1113753,1133617,1159072,1179684,1199544,1202337,1196186,1204814,1221262,1244902,1246904,1243419,1235552,1229217,1216234,1199590,1186530,1183360,1187710,1182927,1174602,1154274,1137700,1121430,1110951,1100404,1087464,1077885,1063352,1045227,1019081,995809,975103,963882,959061,952367,939451,923393,906970,892345,878709,867302,857642,851323,836975,821971,801055,788894,777412,769145,764099,757941,755020,754429,758475,756352,754382,745870,746082,742700,741633,736712,731044,727449,724023,716494,705656,693660,687729,685348,678523,672087,666646,665531,664155,662310,660380,660979,664269,669764,674409,676444,680686,683431,684618,686697,690117,695195,698024,700930,701229,703529,706267,714480,723754,733828,744607,750685,755631,762237,770908,776336,780423,786244,794971,800373,799775,798938,797067,799652,805582,809134,813140,820051,832043,840555,842069,841700,846441,852446,861955,869829,874098,873515,870843,870218,869610,869632,871634,876316,878910,880940,880377,881233,881060,885762,891377,895382,896848,900585,905556,909158,912511,916543,921577,923320,927963,933604,939809,944898,947681,947690,947882,951098,958277,965557,970267,976089,978461,977857,978595,982472,992278,1000335,1006637,1009612,1009200,1006176,1005045,1004834,1008429,1013754,1020557,1027122,1027740,1029831,1031355,1035153,1036531,1039066,1043515,1051111,1060415,1072132,1085006,1100374,1121862,1147704,1179359,1215377,1260071,1311719
981,Jackson County,FL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106214,104457,103816,102811,103326,103946,104744,105336,106156,106925,107878,108643,109072,110510,111977,113289,113009,112813,112852,113379,113835,114419,114992,115956,117244,119076,120733,122032,122775,123499,123744,124007,124225,124937,125692,126548,127567,128522,129340,130167,131094,131978,132913,134123,135558,136749,137904,139108,141148,143217,145367,146962,148601,150586,152932,155272,157399,159927,162649,165470,167583,169904,172581,176241,180290,184108,188171,191998,195769,198634,201110,203504,205297,206787,207862,208913,209396,209197,208755,208154,207998,207598,207230,206455,205825,205140,204312,202666,200439,199099,197271,195447,192250,189649,186860,183926,180760,177692,174628,171457,168769,165764,163038,160275,158245,156030,153831,151870,150519,148770,146730,144760,143038,141171,139440,137805,136602,135421,134494,133550,132523,131939,131712,131698,130986,130535,129243,128121,126344,125423,124422,123675,122897,122466,121939,121364,120720,120163,120643,121335,122257,122266,122280,122148,122021,121316,120601,120032,120562,121343,122040,122392,122905,123758,124713,125807,126942,128011,129523,131099,132661,133684,134445,135209,136058,136971,137995,138935,139924,141221,142316,143451,144129,145145,146195,147549,148830,150182,151337,152654,153864,155225,156428,157738,159066,160304,161574,162597,163681,164803,166271,167781,169260,170521,171845,173090,174300,175555,176776,178194,179365,180291,180893,181538,182607,183881,185146,186094,187008,187903,188881,189791,190940,192108,193325,194062,194614,195037,195531,196022,196877,197827,198763,199323,199901,200501,201101,201732,202096,202311,202592,202556,201906,200917,200701,201163,201641,202080,202464,203045,203217,203759,204119,205284,206387,207794,208591,209250,209909,210667,211556,212464,213938,215290,216813,217943,219446,220965
1035,Gadsden County,FL,Tallahassee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119021,119138,119876,121305,122780,124205,125166,126224,127052,128014,129194,129986,130513,131099,131461,131700,132060,132474,133372,133849,134677,135322,135895,136709,137794,139542,141129,142406,143211,143927,144730,145885,147106,148429,149285,150403,151541,152748,153908,154983,156046,157212,158861,160891,162615,164061,165620,167967,170716,173472,175650,177915,180626,183650,186460,188984,192041,195361,198731,201406,204127,207223,211424,216028,219982,224270,228292,232561,235787,238779,241694,243881,245507,246588,247555,247867,247620,247261,246890,246645,245880,244898,243729,242812,241890,240728,238680,236040,234583,232381,230116,226274,222998,219652,216116,212534,208861,205104,201338,198218,194632,191043,187408,184637,182294,179910,177428,175193,172947,170843,168843,166637,164435,162475,160815,159405,157918,156729,155697,154730,153884,153118,152333,151531,150821,150131,149256,148054,146698,145249,144119,143263,142415,141612,140918,140558,140241,139982,139829,139744,140036,140369,140758,140752,140726,140761,140870,141113,141438,141853,142414,143379,144412,145594,146415,147286,148451,149774,151339,152660,153995,155271,156513,157643,158526,159354,160586,162019,163400,164482,165531,166600,167668,168770,169950,171077,172339,173577,174855,176093,177307,178647,179903,181269,182608,183995,185206,186400,187675,189076,190411,191783,193116,194685,196057,197258,198261,199294,200556,201721,202641,203599,204408,205399,206161,206721,207442,208527,210036,211401,212569,213806,214956,215816,216750,217966,219404,220816,221779,222551,223052,223862,224579,225364,225842,226351,226718,226526,226628,226658,227081,227226,227593,228400,229368,230275,231154,232478,233839,235091,235804,236377,236574,236906,237691,238599,239415,239795,240406,240735,241098,241748,242614,243620,244799,246033,246849
1140,Suwannee County,FL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,134190,136085,136608,138234,138955,140837,143588,146977,150036,152835,155619,158882,161946,163969,166875,170037,175217,178995,181884,183748,186216,189403,193066,196494,200447,204300,208826,213549,217651,220811,223087,225257,227598,229597,231263,232113,232169,232311,232036,232297,231722,231423,230699,230342,229546,228481,226437,223879,222345,220561,218956,215759,213145,210122,207017,203522,199992,196653,193167,190350,187041,183591,180108,177261,174981,172717,170631,168832,167156,165357,163764,161820,159836,158082,156448,155306,153910,152986,151866,151019,150145,149571,148920,148433,148049,147542,146941,145729,144754,143383,142675,141828,141135,140324,139674,139326,139057,138933,138801,139273,139765,140438,140626,140738,140929,141209,141656,142025,142532,143158,144075,144841,145576,146470,147623,148875,150191,151695,153279,154678,155910,157186,158510,159652,160736,161894,163352,164864,166222,167265,168330,169528,170913,172079,173244,174858,176725,178349,179615,180998,182515,184156,185552,187052,188564,190267,191758,193123,194539,196106,197426,198389,199344,200503,202019,203779,205250,206678,207941,209263,210155,211117,212584,214282,215962,217317,218491,219327,220347,221231,222512,223581,224629,225494,225907,226849,227685,228795,229669,230595,231527,232526,233062,233640,234002,234407,234822,234959,235629,236256,235986,235583,235382,236443,237264,238157,239115,240308,241320,241137,239787,238714,238568,238859,239321,239655,240667,240911,241363,241773,242492,244218,246703,249055,251347,253542,255683
1158,Levy County,FL,,127840,127853,127866,127986,128045,128015,127951,127937,127854,127764,127928,128339,129283,129905,130530,130546,130801,131249,131804,132334,132941,133654,134417,135032,135412,135825,136056,136238,136555,136936,137494,137846,138366,138813,138520,137832,136226,135670,135638,137249,138222,139027,139337,140165,140835,141509,142542,144037,146020,147426,148283,148731,149391,150192,151136,151992,152878,153620,154773,155941,157337,158369,159703,160550,161552,162511,163570,164560,165706,167121,168252,169229,170274,171741,173348,174846,176418,177983,179638,180475,181410,182122,183589,184840,186211,187311,188874,190798,192962,194424,195455,196219,198615,201449,204251,205980,207673,210388,214679,219902,224398,227656,230466,235653,237292,239485,240265,244416,247627,250396,248349,244276,240708,243094,247688,251829,256230,262835,269662,275358,278811,281284,285598,290977,296785,298846,298552,298174,299025,293258,286263,278164,276534,274961,273554,271432,268253,264045,261500,258096,254723,251543,249199,246777,242341,237782,233407,229180,225088,221533,217335,212874,208407,205600,203568,201619,198914,196660,194210,191876,189597,187245,184617,182040,179766,177968,176292,174909,173799,172756,171948,171169,170390,169626,169031,169001,168696,168040,166870,165503,164247,162947,161676,160595,159691,159264,159062,158761,158380,158007,157809,157856,157876,157860,157887,157973,158295,158457,158665,158926,159647,160483,161612,162665,163902,165133,166623,168239,169716,171072,172206,173409,174498,175800,176887,178004,179028,180374,181598,182660,183662,184685,185846,186968,188113,189211,190469,191963,193513,194784,195878,196876,197976,199220,200536,201748,202746,203610,204253,204728,205227,206035,207088,208181,209128,209981,210744,211460,212152,212901,214088,215243,216387,216889,217300,217807,218612,219403,220157,221039,222221,223374,223731,223956,224089,224974,226001,227199,228351,229440,230378,231222,231907,232462,233081,233878,234580,235231,235642,236053,235976,236519,237426,239076,240049,241190,242268,243564,244618,244842,245055,245365,246155,246306,246617,246924,248007,248778,249888,250943,252425,254612,257091,259672,262383,265576,268794
1173,Okeechobee County,FL,Okeechobee,154272,154657,154931,155233,155445,155544,155813,155833,155833,155949,156285,156703,157163,157753,158504,159399,160126,161085,161962,163161,164252,165263,166292,167165,168789,169488,169918,169844,170469,171065,171420,171915,172722,173381,173529,173769,172644,172195,171658,172529,173249,174035,175025,175969,176795,177718,178533,179437,180554,181824,183294,184552,185856,186993,188108,189043,190246,191358,193084,194748,197017,198722,200354,201575,202878,204333,205740,207386,208755,210212,211467,212739,213801,215474,217432,219725,221343,222852,224258,225371,226487,227632,229340,231246,233325,235672,237815,239816,241283,242877,244022,245997,248745,252572,255788,257923,259175,260021,261034,262066,264738,267580,272018,275237,277708,278295,279486,282410,286880,291751,296935,302681,309014,315953,322054,329518,336744,344885,351429,357254,362419,366543,370263,373163,375485,376675,376457,376238,376072,376763,376927,376544,375357,374191,372738,371192,368162,364211,362057,358978,355930,350120,344996,339765,334490,329037,323313,317330,311452,306620,301173,295422,289434,284891,281112,277378,273318,269884,266429,263129,259821,256079,252171,248694,246008,243763,241424,239301,237351,235427,233732,232358,231065,229825,228809,227816,226369,224533,222856,221021,219719,218337,217164,215839,214607,213921,213323,212849,212355,211741,211023,210661,210572,210618,210613,210764,211258,211663,212154,212836,213905,215480,217238,218974,220422,221815,223445,225181,227036,228936,230994,232923,234773,236321,237893,239492,241448,243501,245450,247279,248991,250660,252091,253517,254825,256578,258263,260170,261620,263213,264616,266155,267411,268593,269742,270968,272508,273796,275179,276060,277035,277750,278745,279805,281127,282562,283995,285329,286338,287476,288618,290029,291584,293124,294615,296006,297530,298926,300563,302261,304262,306118,307764,309585,311573,313993,316291,318298,319995,321877,323705,325541,327106,328274,328747,328779,329125,330141,331931,334143,336684,339579,341374,343128,344033,344526,343448,341883,342130,342198,343839,345023,349544,355095,359309,361284,360718,361567,362738,362947,359913,355039,347116,338046,325099,310222,295492
1191,Hendry County,FL,Clewiston,97660,97753,98435,99325,100093,100017,100031,100033,100313,100315,100507,100613,101286,101957,101981,101441,101100,101731,102888,103325,103416,103042,103140,103357,102951,102538,101960,101902,101759,101923,100825,100949,100840,102183,102070,101872,101199,101060,101241,102038,102727,103222,103957,104215,104651,104655,105249,105916,107117,108237,109239,109701,110189,110789,111717,112618,113456,114076,114948,115902,117106,118026,118965,119841,120801,121788,122702,123611,124409,125295,126185,127091,127882,128938,130043,131277,132462,133614,134769,135512,136303,137023,138090,139186,140264,141231,142179,143090,144205,145279,146382,147695,149456,151514,153116,154622,156143,158585,161155,163877,166015,168384,171124,174214,177098,179698,182860,186247,189895,192841,196013,199457,203824,208622,213110,218163,222926,227968,231944,235692,239225,241952,244287,246207,248280,249601,249964,250018,250036,250332,250137,249792,249105,248666,248056,247236,245296,242722,241307,239343,237305,233688,230424,227029,223327,219603,215647,211584,207526,204189,200477,196555,192598,189435,186741,184047,181564,179536,177544,175494,173468,171227,168943,166853,164938,163235,161797,160699,159855,158709,157788,156921,156158,155290,154498,153738,152918,151815,150661,149336,147916,146549,145021,143724,142620,141920,141407,140890,140495,140169,139774,139345,139028,138893,139068,139330,139686,139984,140320,140720,141299,142046,142904,143861,144905,145934,147021,148068,149154,150235,151348,152592,153703,154794,155892,157137,158328,159485,160596,161644,162630,163565,164429,165402,166332,167485,168496,169499,170571,171731,172710,173824,174945,176336,177533,178542,179530,180437,181320,182145,182794,183503,184433,185348,186249,186846,187655,188386,189288,190015,191035,191960,192784,193498,194258,195292,196262,197238,198165,199187,200206,201283,202256,203386,205045,206811,208510,209693,210749,211748,212850,214232,215500,216818,217873,218902,219679,220420,221344,222334,223256,224269,225235,226606,227870,229069,230139,231041,231989,232145,232039,232015,232567,233708,234853,235857,236721,237694,239040,240610,242265,244652,247301,250104,252694,254965,257458
